0,1,2.0,0.0,2.0,46,59
0,2,2.0,0.0,2.0,46,76
0,3,2.0,0.0,2.0,46,52
0,4,2.0,0.0,2.0,46,83
0,5,2.0,0.0,2.0,46,88
0,6,2.0,0.0,2.0,46,28
0,7,2.0,0.0,2.0,46,79
0,8,2.0,0.0,2.0,46,53
0,9,2.0,0.0,2.0,46,94
0,10,2.0,0.0,2.0,46,65
0,11,2.0,0.0,2.0,46,74
0,12,2.0,0.0,2.0,46,71
0,13,2.0,0.0,2.0,46,49
0,14,2.0,0.0,2.0,46,75
0,15,2.0,0.0,2.0,46,67
0,16,2.0,0.0,2.0,46,47
0,17,2.0,0.0,2.0,46,78
0,18,2.0,0.0,2.0,46,64
0,19,2.0,0.0,2.0,46,62
0,20,2.0,0.0,2.0,46,60
0,21,2.0,0.0,2.0,46,58
0,22,2.0,0.0,2.0,46,30
0,23,2.0,0.0,2.0,46,103
0,24,3.0,0.0,3.0,46,13
0,25,2.0,0.0,2.0,46,79
0,26,2.0,0.0,2.0,46,67
0,27,2.0,0.0,2.0,46,36
0,28,2.0,0.0,2.0,46,105
0,29,2.0,0.0,2.0,46,81
0,30,2.0,0.0,2.0,46,44
0,31,2.0,0.0,2.0,46,63
0,32,2.0,0.0,2.0,46,51
0,33,2.0,0.0,2.0,46,54
0,34,2.0,0.0,2.0,46,57
0,35,2.0,0.0,2.0,46,37
0,36,2.0,0.0,2.0,46,104
0,37,2.0,0.0,2.0,46,24
0,38,2.0,0.0,2.0,46,32
0,39,2.0,0.0,2.0,46,64
0,40,2.0,0.0,2.0,46,66
0,41,2.0,0.0,2.0,46,26
0,42,2.0,0.0,2.0,46,48
0,43,2.0,0.0,2.0,46,63
0,44,2.0,0.0,2.0,46,72
0,45,2.0,0.0,2.0,46,37
0,46,2.0,0.0,2.0,46,27
0,47,2.0,0.0,2.0,46,73
0,48,2.0,0.0,2.0,46,81
0,49,2.0,0.0,2.0,46,20
0,50,2.0,0.0,2.0,46,99
0,51,2.0,0.0,2.0,46,54
0,52,2.0,0.0,2.0,46,55
0,53,2.0,0.0,2.0,46,20
0,54,2.0,0.0,2.0,46,29
0,55,2.0,0.0,2.0,46,50
0,56,2.0,0.0,2.0,46,98
0,57,2.0,0.0,2.0,46,29
0,58,2.0,0.0,2.0,46,205
0,59,2.0,0.0,2.0,46,53
0,60,2.0,0.0,2.0,46,24
0,61,2.0,0.0,2.0,46,58
0,62,2.0,0.0,2.0,46,64
0,63,1.0,1.0,1.0,46,19961
0,64,2.0,0.0,2.0,46,54
0,65,2.0,0.0,2.0,46,55
0,66,2.0,0.0,2.0,46,33
0,67,2.0,0.0,2.0,46,115
0,68,2.0,0.0,2.0,46,23
0,69,2.0,0.0,2.0,46,92
0,70,2.0,0.0,2.0,46,101
0,71,2.0,0.0,2.0,46,53
0,72,2.0,0.0,2.0,46,92
0,73,2.0,0.0,2.0,46,80
0,74,2.0,0.0,2.0,46,83
0,75,2.0,0.0,2.0,46,658
0,76,2.0,0.0,2.0,46,86
0,77,2.0,0.0,2.0,46,136
0,78,2.0,0.0,2.0,46,61
0,79,2.0,0.0,2.0,46,53
0,80,2.0,0.0,2.0,46,65
0,81,2.0,0.0,2.0,46,78
0,82,2.0,0.0,2.0,46,65
0,83,2.0,0.0,2.0,46,77
0,84,2.0,0.0,2.0,46,66
0,85,2.0,0.0,2.0,46,101
0,86,2.0,0.0,2.0,46,43
0,87,2.0,0.0,2.0,46,20
0,88,2.0,0.0,2.0,46,88
0,89,2.0,0.0,2.0,46,33
0,90,2.0,0.0,2.0,46,89
0,91,2.0,0.0,2.0,46,88
0,92,2.0,0.0,2.0,46,70
0,93,2.0,0.0,2.0,46,21
0,94,2.0,0.0,2.0,46,57
0,95,2.0,0.0,2.0,46,66
0,96,2.0,0.0,2.0,46,66
0,97,2.0,0.0,2.0,46,80
0,98,2.0,0.0,2.0,46,80
0,99,2.0,0.0,2.0,46,76
0,100,2.0,0.0,2.0,46,44
0,101,2.0,0.0,2.0,46,108
0,102,3.0,0.0,3.0,46,25
0,103,2.0,0.0,2.0,46,59
0,104,2.0,0.0,2.0,46,65
0,105,2.0,0.0,2.0,46,77
0,106,2.0,0.0,2.0,46,53
0,107,2.0,0.0,2.0,46,84
0,108,2.0,0.0,2.0,46,41
0,109,2.0,0.0,2.0,46,105
0,110,2.0,0.0,2.0,46,80
1,2,2.0,0.0,2.0,59,76
1,3,2.0,0.0,2.0,59,52
1,4,2.0,0.0,2.0,59,83
1,5,2.0,0.0,2.0,59,88
1,6,2.0,0.0,2.0,59,28
1,7,2.0,0.0,2.0,59,79
1,8,2.0,0.0,2.0,59,53
1,9,2.0,0.0,2.0,59,94
1,10,2.0,0.0,2.0,59,65
1,11,2.0,0.0,2.0,59,74
1,12,2.0,0.0,2.0,59,71
1,13,2.0,0.0,2.0,59,49
1,14,2.0,0.0,2.0,59,75
1,15,2.0,0.0,2.0,59,67
1,16,2.0,0.0,2.0,59,47
1,17,2.0,0.0,2.0,59,78
1,18,2.0,0.0,2.0,59,64
1,19,2.0,0.0,2.0,59,62
1,20,2.0,0.0,2.0,59,60
1,21,2.0,0.0,2.0,59,58
1,22,2.0,0.0,2.0,59,30
1,23,2.0,0.0,2.0,59,103
1,24,3.0,0.0,3.0,59,13
1,25,2.0,0.0,2.0,59,79
1,26,2.0,0.0,2.0,59,67
1,27,2.0,0.0,2.0,59,36
1,28,2.0,0.0,2.0,59,105
1,29,2.0,0.0,2.0,59,81
1,30,2.0,0.0,2.0,59,44
1,31,2.0,0.0,2.0,59,63
1,32,2.0,0.0,2.0,59,51
1,33,2.0,0.0,2.0,59,54
1,34,2.0,0.0,2.0,59,57
1,35,2.0,0.0,2.0,59,37
1,36,2.0,0.0,2.0,59,104
1,37,2.0,0.0,2.0,59,24
1,38,2.0,0.0,2.0,59,32
1,39,2.0,0.0,2.0,59,64
1,40,2.0,0.0,2.0,59,66
1,41,2.0,0.0,2.0,59,26
1,42,2.0,0.0,2.0,59,48
1,43,2.0,0.0,2.0,59,63
1,44,2.0,0.0,2.0,59,72
1,45,2.0,0.0,2.0,59,37
1,46,2.0,0.0,2.0,59,27
1,47,2.0,0.0,2.0,59,73
1,48,2.0,0.0,2.0,59,81
1,49,2.0,0.0,2.0,59,20
1,50,2.0,0.0,2.0,59,99
1,51,2.0,0.0,2.0,59,54
1,52,2.0,0.0,2.0,59,55
1,53,2.0,0.0,2.0,59,20
1,54,2.0,0.0,2.0,59,29
1,55,2.0,0.0,2.0,59,50
1,56,2.0,0.0,2.0,59,98
1,57,2.0,0.0,2.0,59,29
1,58,2.0,0.0,2.0,59,205
1,59,2.0,0.0,2.0,59,53
1,60,2.0,0.0,2.0,59,24
1,61,2.0,0.0,2.0,59,58
1,62,2.0,0.0,2.0,59,64
1,63,1.0,1.0,1.0,59,19961
1,64,2.0,0.0,2.0,59,54
1,65,2.0,0.0,2.0,59,55
1,66,2.0,0.0,2.0,59,33
1,67,2.0,0.0,2.0,59,115
1,68,2.0,0.0,2.0,59,23
1,69,2.0,0.0,2.0,59,92
1,70,2.0,0.0,2.0,59,101
1,71,2.0,0.0,2.0,59,53
1,72,2.0,0.0,2.0,59,92
1,73,2.0,0.0,2.0,59,80
1,74,2.0,0.0,2.0,59,83
1,75,2.0,0.0,2.0,59,658
1,76,2.0,0.0,2.0,59,86
1,77,2.0,0.0,2.0,59,136
1,78,2.0,0.0,2.0,59,61
1,79,2.0,0.0,2.0,59,53
1,80,2.0,0.0,2.0,59,65
1,81,2.0,0.0,2.0,59,78
1,82,2.0,0.0,2.0,59,65
1,83,2.0,0.0,2.0,59,77
1,84,2.0,0.0,2.0,59,66
1,85,2.0,0.0,2.0,59,101
1,86,2.0,0.0,2.0,59,43
1,87,2.0,0.0,2.0,59,20
1,88,2.0,0.0,2.0,59,88
1,89,2.0,0.0,2.0,59,33
1,90,2.0,0.0,2.0,59,89
1,91,2.0,0.0,2.0,59,88
1,92,2.0,0.0,2.0,59,70
1,93,2.0,0.0,2.0,59,21
1,94,2.0,0.0,2.0,59,57
1,95,2.0,0.0,2.0,59,66
1,96,2.0,0.0,2.0,59,66
1,97,2.0,0.0,2.0,59,80
1,98,2.0,0.0,2.0,59,80
1,99,2.0,0.0,2.0,59,76
1,100,2.0,0.0,2.0,59,44
1,101,2.0,0.0,2.0,59,108
1,102,3.0,0.0,3.0,59,25
1,103,2.0,0.0,2.0,59,59
1,104,2.0,0.0,2.0,59,65
1,105,2.0,0.0,2.0,59,77
1,106,2.0,0.0,2.0,59,53
1,107,2.0,0.0,2.0,59,84
1,108,2.0,0.0,2.0,59,41
1,109,2.0,0.0,2.0,59,105
1,110,2.0,0.0,2.0,59,80
2,3,2.0,0.0,2.0,76,52
2,4,2.0,0.0,2.0,76,83
2,5,2.0,0.0,2.0,76,88
2,6,2.0,0.0,2.0,76,28
2,7,2.0,0.0,2.0,76,79
2,8,2.0,0.0,2.0,76,53
2,9,2.0,0.0,2.0,76,94
2,10,2.0,0.0,2.0,76,65
2,11,2.0,0.0,2.0,76,74
2,12,2.0,0.0,2.0,76,71
2,13,2.0,0.0,2.0,76,49
2,14,2.0,0.0,2.0,76,75
2,15,2.0,0.0,2.0,76,67
2,16,2.0,0.0,2.0,76,47
2,17,2.0,0.0,2.0,76,78
2,18,2.0,0.0,2.0,76,64
2,19,2.0,0.0,2.0,76,62
2,20,2.0,0.0,2.0,76,60
2,21,2.0,0.0,2.0,76,58
2,22,2.0,0.0,2.0,76,30
2,23,2.0,0.0,2.0,76,103
2,24,3.0,0.0,3.0,76,13
2,25,2.0,0.0,2.0,76,79
2,26,2.0,0.0,2.0,76,67
2,27,2.0,0.0,2.0,76,36
2,28,2.0,0.0,2.0,76,105
2,29,2.0,0.0,2.0,76,81
2,30,2.0,0.0,2.0,76,44
2,31,2.0,0.0,2.0,76,63
