Id,Source,Frequency
1,1,67.00746227100382
2,1,8.48528137423857
3,1,7.615773105863909
4,1,6.708203932499369
5,1,5.5677643628300215
6,1,5.5677643628300215
7,1,5.0990195135927845
8,1,5.0
9,1,4.898979485566356
10,1,4.898979485566356
11,1,4.795831523312719
12,1,4.69041575982343
13,1,4.58257569495584
14,1,4.358898943540674
15,1,4.358898943540674
16,1,4.358898943540674
17,1,4.242640687119285
18,1,4.242640687119285
19,1,4.242640687119285
20,1,4.242640687119285
21,1,4.242640687119285
22,1,4.123105625617661
23,1,4.123105625617661
24,1,4.123105625617661
25,1,4.123105625617661
26,1,4.123105625617661
27,1,4.123105625617661
28,1,4.123105625617661
29,1,4.123105625617661
30,1,4.123105625617661
31,1,4.0
32,1,4.0
33,1,4.0
34,1,4.0
35,1,4.0
36,1,4.0
37,1,3.872983346207417
38,1,3.872983346207417
39,1,3.872983346207417
40,1,3.872983346207417
41,1,3.872983346207417
42,1,3.872983346207417
43,1,3.7416573867739413
44,1,3.7416573867739413
45,1,3.7416573867739413
46,1,3.7416573867739413
47,1,3.7416573867739413
48,1,3.7416573867739413
49,1,3.7416573867739413
50,1,3.7416573867739413
51,1,3.7416573867739413
52,1,3.605551275463989
53,1,3.605551275463989
54,1,3.605551275463989
55,1,3.605551275463989
56,1,3.605551275463989
57,1,3.605551275463989
58,1,3.605551275463989
59,1,3.605551275463989
60,1,3.605551275463989
61,1,3.4641016151377544
62,1,3.4641016151377544
63,1,3.4641016151377544
64,1,3.4641016151377544
65,1,3.4641016151377544
66,1,3.4641016151377544
67,1,3.4641016151377544
68,1,3.4641016151377544
69,1,3.3166247903554
70,1,3.3166247903554
71,1,3.3166247903554
72,1,3.3166247903554
73,1,3.3166247903554
74,1,3.3166247903554
75,1,3.3166247903554
76,1,3.1622776601683795
77,1,3.1622776601683795
78,1,3.1622776601683795
79,1,3.1622776601683795
80,1,3.1622776601683795
81,1,3.1622776601683795
82,1,3.1622776601683795
83,1,3.0
84,1,3.0
85,1,3.0
86,1,3.0
87,1,3.0
88,1,3.0
89,1,3.0
90,1,3.0
91,1,3.0
92,1,3.0
93,1,3.0
94,1,3.0
95,1,3.0
96,1,3.0
97,1,3.0
98,1,3.0
99,1,3.0
100,1,3.0
101,1,2.8284271247461903
102,1,2.8284271247461903
103,1,2.8284271247461903
104,1,2.8284271247461903
105,1,2.8284271247461903
106,1,2.8284271247461903
107,1,2.8284271247461903
108,1,2.8284271247461903
109,1,2.8284271247461903
110,1,2.8284271247461903
111,1,2.8284271247461903
112,1,2.8284271247461903
113,1,2.8284271247461903
114,1,2.8284271247461903
115,1,2.8284271247461903
116,1,2.8284271247461903
117,1,2.8284271247461903
118,1,2.8284271247461903
119,1,2.8284271247461903
120,1,2.8284271247461903
121,1,2.8284271247461903
122,1,2.8284271247461903
123,1,2.8284271247461903
124,1,2.6457513110645907
125,1,2.6457513110645907
126,1,2.6457513110645907
127,1,2.6457513110645907
128,1,2.6457513110645907
129,1,2.6457513110645907
130,1,2.6457513110645907
131,1,2.6457513110645907
132,1,2.6457513110645907
133,1,2.6457513110645907
134,1,2.6457513110645907
135,1,2.6457513110645907
136,1,2.6457513110645907
137,1,2.6457513110645907
138,1,2.6457513110645907
139,1,2.6457513110645907
140,1,2.6457513110645907
141,1,2.6457513110645907
142,1,2.6457513110645907
143,1,2.6457513110645907
144,1,2.6457513110645907
145,1,2.6457513110645907
146,1,2.449489742783178
147,1,2.449489742783178
148,1,2.449489742783178
149,1,2.449489742783178
150,1,2.449489742783178
151,1,2.449489742783178
152,1,2.449489742783178
153,1,2.449489742783178
154,1,2.449489742783178
155,1,2.449489742783178
156,1,2.449489742783178
157,1,2.449489742783178
158,1,2.449489742783178
159,1,2.449489742783178
160,1,2.449489742783178
161,1,2.23606797749979
162,1,2.23606797749979
163,1,2.23606797749979
164,1,2.23606797749979
165,1,2.23606797749979
166,1,2.23606797749979
167,1,2.23606797749979
168,1,2.23606797749979
169,1,2.23606797749979
170,1,2.23606797749979
171,1,2.23606797749979
172,1,2.23606797749979
173,1,2.23606797749979
174,1,2.23606797749979
175,1,2.23606797749979
176,1,2.23606797749979
177,1,2.23606797749979
178,1,2.23606797749979
179,1,2.23606797749979
180,1,2.23606797749979
181,1,2.23606797749979
182,1,2.23606797749979
183,1,2.23606797749979
184,1,2.23606797749979
185,1,2.23606797749979
186,1,2.23606797749979
187,1,2.0
188,1,2.0
189,1,2.0
190,1,2.0
191,1,2.0
192,1,2.0
193,1,2.0
194,1,2.0
195,1,2.0
196,1,2.0
197,1,2.0
198,1,2.0
199,1,2.0
200,1,2.0
201,1,2.0
202,1,2.0
203,1,2.0
204,1,2.0
205,1,2.0
206,1,2.0
207,1,2.0
208,1,2.0
209,1,2.0
210,1,2.0
211,1,2.0
212,1,2.0
213,1,2.0
214,1,2.0
215,1,2.0
216,1,2.0
217,1,2.0
218,1,2.0
219,1,2.0
220,1,2.0
221,1,1.7320508075688772
222,1,1.7320508075688772
223,1,1.7320508075688772
224,1,1.7320508075688772
225,1,1.7320508075688772
226,1,1.7320508075688772
227,1,1.7320508075688772
228,1,1.7320508075688772
229,1,1.7320508075688772
230,1,1.7320508075688772
231,1,1.7320508075688772
232,1,1.7320508075688772
233,1,1.7320508075688772
234,1,1.7320508075688772
235,1,1.7320508075688772
236,1,1.7320508075688772
237,1,1.7320508075688772
238,1,1.7320508075688772
239,1,1.7320508075688772
240,1,1.7320508075688772
241,1,1.7320508075688772
242,1,1.7320508075688772
243,1,1.7320508075688772
244,1,1.7320508075688772
